"","amount","duration","payments","status","frequency","region","inhab","mun499","mun1999","mun9999","mun10000","cities","ratio_urban","avg_salary","unempl95","unempl96","ratio_entr","crimes95","crimes96","gender","acc_m","age","avg_balance","avg_amtC","avg_amtW","remittance","cash_c","cash_w"
"149",185952,"48",3874,"0","Monthly","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"M",12,50,46685.1025280899,12637.54,7005.55,91,72,137
"150",156672,"36",4352,"0","Monthly","west Bohemia",72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,"F",13,38,19727.5463215259,3800.23,2831.61,89,101,119
"151",18564,"12",1547,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",4,32,54388.8259375,9252.28,3799.71,57,51,163
"152",158976,"48",3312,"0","Monthly","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"M",17,56,51315.4571917808,13735.79,6096.34,222,120,181
"153",47304,"24",1971,"0","Monthly","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"M",17,23,65871.9699453552,13086.63,10300.58,83,119,216
"154",104712,"24",4363,"0","Monthly","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"M",23,50,45250.4177242888,13592.06,7374.17,89,96,207
"155",126600,"24",5275,"0","Monthly","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,"M",23,56,45819.1147783251,17205.99,8430.76,24,1,247
"156",68400,"12",5700,"1","Monthly","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,"F",5,18,33456.9069958848,11337.3,7304.44,11,48,134
"157",225420,"60",3757,"0","Monthly","south Moravia",117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,"F",10,46,34890.9086261981,7330.27,4052.64,44,61,154
"158",248148,"36",6893,"0","Monthly","west Bohemia",72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,"F",16,54,30375.0732653061,9944.37,3435.21,201,68,161
"159",187224,"24",7801,"1","Monthly","south Moravia",114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,"M",16,47,43980.6385224274,13338.22,8493.33,22,89,207
"160",36396,"12",3033,"0","Weekly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",22,23,53966.386784141,14836.27,7362.28,72,87,229
"161",189060,"60",3151,"0","AfterTrans","central Bohemia",149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,"F",6,36,55426.4742547425,21265.69,8160.65,89,5,166
"162",71064,"36",1974,"0","Monthly","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"F",13,48,32609.1420537897,8118.25,3119.6,140,61,152
"163",87216,"48",1817,"0","Monthly","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,"F",20,41,26392.8428571429,5655.25,1793.04,219,66,163
"164",158760,"60",2646,"0","Monthly","east Bohemia",78955,50,24,8,1,9,59,9060,1.78,2.44,124,1655,1717,"M",22,17,22880.5886792453,7616.17,3019.01,223,23,154
"165",417060,"60",6951,"0","Monthly","west Bohemia",45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,"F",18,33,42368.31678487,7750.71,5734.75,137,79,102
"166",63360,"60",1056,"0","Monthly","east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,"M",21,39,29107.0199501247,4120.09,2476.76,102,91,145
"167",29784,"24",1241,"0","Monthly","west Bohemia",170449,0,0,0,1,1,100,10787,2.64,3.09,131,6041,6261,"F",4,25,39429.2262839879,6053.07,2293.28,108,52,125
"168",139536,"24",5814,"0","Monthly","south Moravia",117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,"F",19,53,56452.6505197505,15651.62,9230.53,83,118,218
"169",265320,"36",7370,"0","Monthly","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"F",21,46,39222.423059867,6336.71,4526.43,95,68,162
"170",198240,"24",8260,"0","Monthly","north Bohemia",118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,"M",5,39,27560.8384868421,6260.99,4591.41,67,85,105
"171",60000,"60",1000,"0","Monthly","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"M",21,48,36819.1341356674,3850.95,1929.11,160,98,136
"172",465072,"48",9689,"0","Monthly","south Moravia",125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,"M",18,47,42890.6451530612,11963.39,5491.01,42,69,222
"173",98592,"24",4108,"0","AfterTrans","central Bohemia",92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,"F",6,31,43995.2051987768,12219.91,5913.73,67,13,151
"174",285600,"60",4760,"0","Weekly","central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"F",8,14,58264.6380368098,16747.78,11733.12,41,87,149
"175",44088,"24",1837,"0","Monthly","central Bohemia",81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,"F",7,44,43216.3546666667,8650.6,4029.99,68,51,133
"176",20220,"12",1685,"0","Monthly","central Bohemia",81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,"F",11,22,50401.4210382514,14186.82,8600.25,58,90,164
"177",107640,"24",4485,"0","Monthly","central Bohemia",88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,"F",5,35,57480.7716713881,18586.5,6952.74,108,7,146
"178",21396,"12",1783,"0","Monthly","south Bohemia",58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,"M",14,26,29747.9644518272,5716.91,3670.88,12,10,169
"179",33984,"48",708,"0","Monthly","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"M",12,23,51764.9637883008,4966.74,3477.64,40,54,161
"180",45336,"24",1889,"0","Monthly","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"M",16,38,51307.7837988827,10833.34,4842.32,76,60,166
"181",85860,"60",1431,"0","Monthly","central Bohemia",88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,"F",14,39,41859.6950236967,4030.73,2753.4,89,75,116
"182",188688,"48",3931,"0","Monthly","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"F",5,30,48719.6715231788,12056.45,5352.1,81,8,123
"183",309552,"48",6449,"0","Monthly","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"M",8,60,51495.3596969697,19916.18,8428.85,82,7,147
"184",36168,"12",3014,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",6,34,30307.6989528796,8697.04,3667.55,137,25,128
"185",314520,"60",5242,"0","Weekly","east Bohemia",105606,77,26,7,2,7,53,8254,2.79,3.76,97,2166,2325,"F",16,39,59423.1793650794,18172.68,11661.53,88,119,179
"186",21852,"36",607,"0","Monthly","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,"M",5,40,56539.4625603865,9672.67,2558.95,192,50,98
"187",266220,"60",4437,"0","Monthly","south Bohemia",70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,"F",17,30,36648.25,7866.72,3641.1,191,62,169
"188",231696,"36",6436,"0","Weekly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",15,22,44400.9053191489,21212.98,6482.33,185,4,173
"189",260028,"36",7223,"0","Monthly","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,"M",22,18,46606.3071881607,22968.07,8051.79,147,4,197
"190",419880,"60",6998,"0","Weekly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",5,50,48769.4470394737,21930.5,9209.85,77,5,136
"191",37908,"12",3159,"0","Monthly","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,"F",15,19,37719.5638888889,10095.18,5885.41,12,3,167
"192",73836,"36",2051,"0","Monthly","north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,"F",6,28,43375.6465671642,12416.9,5927.56,112,68,109
"193",41952,"12",3496,"0","Monthly","east Bohemia",161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,"M",14,22,34490.3888631091,11181.67,3639.89,156,3,168
"194",99336,"24",4139,"0","Monthly","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,"F",11,15,39104.1693069307,5579.57,3270.3,68,69,118
"195",60156,"36",1671,"1","Monthly","south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,"M",7,19,38553.8462633452,13195.94,5596.12,95,50,97
"196",182040,"60",3034,"0","Monthly","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"F",12,44,69319.4669934641,21873.91,10536.66,37,4,162
"197",244368,"48",5091,"0","AfterTrans","south Moravia",114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,"M",16,25,63065.8922222222,15835.03,11072.04,37,98,172
"198",113796,"36",3161,"0","AfterTrans","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"M",11,24,31905.4832369942,9953.97,4141.63,126,5,117
"199",73056,"48",1522,"0","Monthly","north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,"M",9,24,17913.5132653061,3076.12,1478.64,121,53,73
"200",137904,"24",5746,"1","Monthly","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,"M",4,27,10176.7590697674,6236.46,4183.71,17,46,111
"201",31176,"24",1299,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",5,27,34951.4557755776,10683.5,4056.66,100,44,116
"202",217152,"36",6032,"0","Monthly","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"M",10,21,56111.0096573209,19372.35,8062.09,79,2,135
"203",194880,"48",4060,"0","Monthly","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"M",18,16,38530.3140957447,13044.12,5518.18,88,4,172
"204",27984,"12",2332,"0","Weekly","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"M",17,46,42331.1336391437,11958.62,7418.53,58,75,141
"205",92976,"24",3874,"0","Weekly","west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"F",18,25,62734.0502380952,15945.42,10945.69,71,120,175
"206",104712,"24",4363,"0","Weekly","west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"F",18,25,65320.4693586698,15731.64,10920.85,72,122,174
"207",191880,"60",3198,"0","Monthly","south Bohemia",103347,87,16,7,1,7,67,9104,1.51,2.07,123,2299,2354,"M",9,46,55607.8860696517,15296.4,7601.19,125,89,142
"208",232560,"48",4845,"0","AfterTrans","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"F",5,25,49002.0345679012,12063.21,8688.26,36,61,104
"209",204000,"60",3400,"0","Monthly","east Bohemia",77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,"M",12,51,57193.6464396285,10512.71,4874.44,80,10,137
"210",125340,"60",2089,"0","Weekly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",15,51,65644.5246284501,11879.83,8453.47,85,97,187
"211",309600,"48",6450,"0","Weekly","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"M",11,20,66885.8003389831,20345.1,9718.31,36,4,161
"212",189696,"24",7904,"0","Weekly","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"M",8,50,47063.614939759,13412.25,5248.89,155,73,142
"213",135360,"48",2820,"0","Monthly","east Bohemia",102609,75,33,2,3,6,52,8187,4.83,5.45,94,2123,2134,"M",12,20,58129.0153583618,16528.29,11034.45,36,73,132
"214",98832,"48",2059,"0","Monthly","east Bohemia",95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,"F",23,25,28207.3851293103,8286.11,2754.62,199,63,143
"215",20352,"48",424,"0","Monthly","south Moravia",109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,"F",9,47,25314.7571917808,4343.45,2184.96,76,56,115
"216",165120,"60",2752,"0","Monthly","east Bohemia",121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,"F",20,45,21484.4867507886,3976.61,2618.11,87,74,101
"217",89880,"24",3745,"0","Weekly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"M",5,32,73259.4236923077,20716.06,13699.91,24,90,162
"218",128988,"36",3583,"1","Weekly","south Bohemia",70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,"M",18,56,43608.4142857143,12657.48,8299.63,33,71,151
"219",63252,"12",5271,"0","Monthly","central Bohemia",94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,"F",22,46,45728.5486666667,16639.19,5861.53,118,5,213
"220",61656,"24",2569,"1","Weekly","central Bohemia",53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,"F",5,42,43681.7006006006,14396.91,4693.82,151,47,97
"221",72408,"24",3017,"1","AfterTrans","west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"F",4,37,40908.0867595819,11112.26,5257.98,104,54,90
"222",113544,"36",3154,"0","Monthly","south Moravia",114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,"M",11,53,46865.7426997245,10107.88,4468.67,116,25,130
"223",56100,"60",935,"0","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"M",13,37,20582.0074349442,4953.39,2803.36,77,52,93
"224",290700,"60",4845,"1","Monthly","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"F",13,37,51671.240952381,13225.11,8232.18,31,77,159
"225",123216,"48",2567,"0","Monthly","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"F",18,18,73383.9936218679,17017.77,8043.15,124,91,160
"226",380160,"60",6336,"0","Monthly","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,"M",19,46,67985.4170731707,18169.79,13031.89,34,106,175
"227",213300,"36",5925,"0","Monthly","east Bohemia",162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,"M",10,31,24255.4727272727,4120.29,3281.1,73,81,77
"228",247728,"48",5161,"0","Weekly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",7,16,48589.1283185841,9292.23,6387.7,106,60,87
"229",202788,"36",5633,"0","Weekly","west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,"F",12,42,67825.5778787879,24820.87,10306.15,75,7,156
"230",154656,"48",3222,"0","Monthly","north Moravia",161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,"M",15,39,40462.3213213213,9741.17,4815.01,76,16,145
"231",100224,"48",2088,"1","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"F",4,39,15865.9052434457,3420.21,4334.43,30,4,85
"232",44628,"12",3719,"0","Weekly","central Bohemia",53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,"M",21,52,60027.1772251309,25541.38,9858.57,61,2,213
"234",200976,"48",4187,"0","Monthly","south Moravia",114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,"M",7,41,40951.6449056604,12002.56,6780.58,67,18,100
"235",277884,"36",7719,"1","Monthly","east Bohemia",105606,77,26,7,2,7,53,8254,2.79,3.76,97,2166,2325,"F",23,15,33307.2940520446,11308.64,6980.5,16,52,150
"236",249312,"48",5194,"0","Weekly","west Bohemia",170449,0,0,0,1,1,100,10787,2.64,3.09,131,6041,6261,"M",14,40,45595.7549668874,15326.57,10092.27,67,75,114
"237",320976,"48",6687,"1","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",8,59,47205.476744186,16757.7,11079.24,29,3,148
"238",30276,"12",2523,"1","Monthly","south Bohemia",103347,87,16,7,1,7,67,9104,1.51,2.07,123,2299,2354,"F",12,57,16124.0289124668,4102.31,4257.16,8,17,175
"239",49440,"60",824,"0","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"F",15,29,53113.79075,10719.35,3266.6,160,51,142
"240",30276,"12",2523,"1","Monthly","south Bohemia",103347,87,16,7,1,7,67,9104,1.51,2.07,123,2299,2354,"F",12,57,16253.0699669967,5218.39,5180.94,8,17,143
"241",165960,"24",6915,"0","Monthly","south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,"F",18,51,56893.3206806283,22342.52,7997.24,116,2,164
"242",123600,"60",2060,"0","Monthly","north Moravia",285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,"M",9,28,42213.8676855895,10977.89,6753.41,32,49,106
"243",220620,"60",3677,"0","Monthly","south Bohemia",70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,"F",17,52,31612.168622449,7980.53,4811.59,120,3,122
"244",66480,"24",2770,"1","Weekly","north Moravia",182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,"M",4,60,31561.5788944724,11694.14,8335.03,16,49,99
"245",320592,"48",6679,"0","Monthly","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,"F",15,25,63984.0985865724,21679.13,10315.6,31,1,150
"246",161496,"36",4486,"0","Weekly","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"M",21,24,44887.0852272727,10572.46,5649.84,81,73,146
"247",284280,"60",4738,"0","Monthly","north Bohemia",114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,"F",18,37,72794.2565656566,19533.34,10269.09,31,8,156
"248",173016,"36",4806,"0","Weekly","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,"F",10,51,55377.9557522124,10749.26,9432.84,31,78,142
"249",368880,"60",6148,"0","Monthly","south Moravia",125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,"M",19,21,50416.79125,16869.49,6837.94,172,89,168
"250",176148,"36",4893,"0","Monthly","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"F",4,32,45596.187826087,18549.18,8284.91,62,2,96
"251",186384,"48",3883,"0","Weekly","north Bohemia",128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,"M",21,37,56833.1508083141,11945.47,9196.12,80,88,161
"252",360000,"48",7500,"0","AfterTrans","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"F",19,23,60046.5837333333,17566.3,11561.57,30,5,193
"253",30060,"60",501,"0","Monthly","west Bohemia",72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,"M",21,44,28752.7995859213,10458.06,2854.47,218,55,134
"254",46320,"24",1930,"0","Monthly","north Bohemia",133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,"M",18,17,45504.9589130435,13576.57,4528.76,204,68,140
"255",141948,"36",3943,"0","Monthly","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,"F",3,45,46668.5225352113,10213.74,4514.4,58,36,86
"256",19044,"36",529,"0","Monthly","west Bohemia",122603,25,21,6,2,8,80,8991,1.39,2.01,128,5198,5273,"F",13,22,56285.1625,8713.01,4298.9,30,45,130
"257",85716,"36",2381,"0","Monthly","south Bohemia",74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,"M",5,58,21190.57,4938.03,3839.38,87,10,51
"258",155880,"24",6495,"0","Monthly","north Bohemia",114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,"F",21,27,68464.9443877551,16569.19,9615.25,69,100,174
"259",32640,"48",680,"0","Monthly","east Bohemia",161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,"M",16,53,34800.1664723032,3978.66,1822.7,109,74,115
"260",20196,"36",561,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",17,25,55270.5181818182,12825.45,5794.98,71,47,122
"261",444864,"48",9268,"0","Monthly","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"M",11,32,32884.1337792642,7746.28,4276.81,99,70,90
"262",11400,"12",950,"0","Monthly","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,"F",11,16,28142.6046728972,3610.92,1380.19,122,56,102
"263",96768,"36",2688,"0","Monthly","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,"F",12,28,59926.3802120141,17130.4,10357.78,64,68,110
"264",133968,"48",2791,"0","Monthly","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"M",8,53,55054.5406914894,16102.31,6848.42,140,77,117
"265",187104,"24",7796,"0","Monthly","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"F",4,19,66175.484279476,15116.36,10438.13,24,64,106
"266",162468,"36",4513,"0","Monthly","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,"F",4,38,30650.1751196172,14604.61,6846.07,58,1,82
"267",89340,"60",1489,"0","Monthly","south Moravia",110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,"F",8,24,53490.0991967871,5933.42,3060.17,63,54,94
"268",89340,"60",1489,"0","Monthly","south Moravia",110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,"F",8,24,54166.1136546185,5934.34,3055.71,63,54,94
"269",258444,"36",7179,"0","Weekly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",6,30,56216.5800970874,12401.53,8614.98,28,52,92
"270",155640,"24",6485,"0","Monthly","central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,"F",13,53,37220.1602702703,12378.23,3506.32,176,43,109
"271",270384,"48",5633,"0","Monthly","central Bohemia",75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,"M",14,34,47479.5968085106,17523.02,8290.98,68,6,122
"272",54024,"12",4502,"0","Monthly","south Moravia",117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,"M",22,28,36105.771957672,14535.01,5242.48,104,2,148
"273",44376,"12",3698,"0","Monthly","south Bohemia",58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,"M",5,34,63700.1099656357,17092.5,9744.91,44,74,128
"274",85632,"48",1784,"0","Monthly","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"F",16,47,63959.0832142857,15179.81,10445.95,29,73,134
"275",148920,"60",2482,"0","Weekly","south Moravia",108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,"M",6,19,33725.2176724138,7577.72,5437.4,59,31,72
"276",91152,"24",3798,"0","Monthly","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,"M",15,53,53438.3070866142,11631.35,6711.41,24,13,127
"277",141648,"24",5902,"0","Monthly","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,"M",6,44,47859.3228448276,15527.85,9864.89,52,60,86
"279",402000,"60",6700,"0","Monthly","central Bohemia",149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,"M",10,16,24344.6985130112,3834.63,2549.01,95,76,60
"280",253512,"36",7042,"1","Weekly","south Moravia",108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,"F",7,51,31399.7335,10837.3,6503.35,24,44,97
"281",71460,"36",1985,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",8,16,33956.6192982456,12090.46,5390.53,59,37,87
"282",29448,"12",2454,"1","Monthly","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,"M",3,48,13411.5995475113,5355.74,4121.83,11,6,113
"283",48744,"36",1354,"0","Monthly","north Moravia",148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,"F",4,32,50284.9311320755,10198.31,4447.37,55,35,78
"284",181020,"60",3017,"0","Monthly","east Bohemia",78955,50,24,8,1,9,59,9060,1.78,2.44,124,1655,1717,"F",18,30,41255.2174242424,9514.66,5106.44,27,7,140
"285",68832,"36",1912,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",11,37,36905.7457142857,9953.38,4517.34,60,42,105
"286",74124,"36",2059,"0","Weekly","central Bohemia",107870,84,29,6,1,6,58,8754,3.83,4.31,137,3804,3868,"F",17,57,55798.644591029,15480.03,5590.61,141,59,136
"287",174048,"48",3626,"0","Monthly","east Bohemia",162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,"F",11,44,66296.5331081081,11674.33,9664.5,27,64,129
"289",194940,"36",5415,"0","Monthly","central Bohemia",112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,"M",15,31,52650.0368,13275.74,8560.48,27,57,124
"290",15192,"24",633,"0","Monthly","west Bohemia",122603,25,21,6,2,8,80,8991,1.39,2.01,128,5198,5273,"F",22,23,27463.6982758621,7593.73,2499.16,159,54,144
"291",96168,"12",8014,"0","Weekly","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,"F",20,24,60051.0687960688,8497.64,9560.83,9,79,177
"292",139464,"36",3874,"1","Monthly","north Moravia",182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,"M",13,38,22738.4842105263,9600.54,6352.33,18,30,85
"293",54396,"36",1511,"0","Monthly","south Moravia",110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,"M",6,57,59367.7047619048,4034.34,1960.23,27,43,86
"294",392460,"60",6541,"0","Monthly","central Bohemia",107870,84,29,6,1,6,58,8754,3.83,4.31,137,3804,3868,"F",22,15,67157.0309734513,20317.16,8879.14,72,8,159
"295",101520,"12",8460,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",8,19,22391.4972972973,6620.36,3980.41,43,37,70
"296",77184,"36",2144,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"F",19,41,47050.9643939394,15482.13,9390.81,27,61,133
"297",70656,"48",1472,"0","Monthly","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,"M",9,44,26800.2315589354,5391,3632.98,58,38,95
"298",64656,"48",1347,"0","Monthly","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,"M",4,49,38747.5293814433,7208.03,3147.67,52,34,76
"299",396120,"60",6602,"0","Weekly","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,"F",18,46,59719.8381818182,20606.96,10284.54,26,6,152
"300",93600,"24",3900,"0","Monthly","central Bohemia",81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,"M",10,24,49513.4221453287,11705.7,4480.63,117,47,87
