"","amount","duration","payments","status","frequency","region","inhab","mun499","mun1999","mun9999","mun10000","cities","ratio_urban","avg_salary","unempl95","unempl96","ratio_entr","crimes95","crimes96","gender","acc_m","age","avg_balance","avg_amtC","avg_amtW","remittance","cash_c","cash_w"
"139",9.7224,"24",40.51,"0","Monthly","west Bohemia",12.2603,25,21,6,2,8,80,89.91,1.39,2.01,128,51.98,52.73,"F",17,43,34.0732267782427,53.3681,28.6992,142,108,165
"140",2.8248,"24",11.77,"0","Monthly","east Bohemia",16.258,83,26,5,1,6,72.8,95.38,1.51,1.81,111,60.79,54.1,"F",18,25,60.5572815864023,108.3481,61.2873,24,68,183
"141",16.8984,"24",70.41,"1","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",19,18,63.2293605210421,109.1143,93.7896,22,106,241
"142",7.668,"24",31.95,"0","Monthly","north Moravia",22.8848,15,40,18,2,6,57.2,98.93,4.09,4.72,96,56.23,58.87,"M",18,46,54.5588130755064,138.9119,74.0034,142,2,210
"143",33.156,"60",55.26,"0","Monthly","central Bohemia",10.787,84,29,6,1,6,58,87.54,3.83,4.31,137,38.04,38.68,"M",19,14,57.1963133333333,118.5642,44.4248,163,68,150
"144",10.368,"60",17.28,"1","Monthly","east Bohemia",9.5907,87,25,5,2,7,59.1,83.88,2.41,2.94,87,16.58,16.68,"M",20,23,21.0895628169014,54.8103,32.663,36,76,187
"145",9.9696,"48",20.77,"1","Monthly","west Bohemia",8.8757,60,33,3,2,10,61.7,85.54,2.47,2.68,113,18.22,22.18,"F",21,23,54.8817354312354,148.953,91.0729,42,107,220
"146",13.4784,"24",56.16,"0","Monthly","north Moravia",28.5387,0,2,8,5,7,89.9,101.77,6.63,7.75,81,98.78,101.08,"F",9,54,62.7319732227488,118.1104,97.0414,24,87,202
"147",1.542,"12",12.85,"0","Monthly","north Bohemia",12.8118,9,16,6,3,8,85.3,93.17,6.49,7.07,97,69.49,68.72,"F",22,29,34.5058158203125,47.0428,20.9475,136,99,210
"148",3.1728,"24",13.22,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",18,44,35.0773424942263,78.4052,34.4909,83,73,213
"149",18.5952,"48",38.74,"0","Monthly","north Bohemia",12.5236,28,11,1,4,5,87.7,96.75,6.43,7.68,100,53.23,51.9,"M",12,50,46.6851025280899,126.3754,70.0555,91,72,137
"150",15.6672,"36",43.52,"0","Monthly","west Bohemia",7.2541,66,26,10,0,8,36.9,85.94,1.62,2.01,112,15.8,15.25,"F",13,38,19.7275463215259,38.0023,28.3161,89,101,119
"151",1.8564,"12",15.47,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",4,32,54.3888259375,92.5228,37.9971,57,51,163
"152",15.8976,"48",33.12,"0","Monthly","east Bohemia",13.9012,59,41,8,3,10,61.9,83.63,2.52,3.49,108,25.64,27.99,"M",17,56,51.3154571917808,137.3579,60.9634,222,120,181
"153",4.7304,"24",19.71,"0","Monthly","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"M",17,23,65.8719699453552,130.8663,103.0058,83,119,216
"154",10.4712,"24",43.63,"0","Monthly","north Moravia",32.387,0,0,0,1,1,100,106.73,4.75,5.44,100,187.82,183.47,"M",23,50,45.2504177242888,135.9206,73.7417,89,96,207
"155",12.66,"24",52.75,"0","Monthly","central Bohemia",7.5637,35,36,9,0,7,36.5,96.22,0.45,0.59,154,34.75,35.29,"M",23,56,45.8191147783251,172.0599,84.3076,24,1,247
"156",6.84,"12",57,"1","Monthly","north Moravia",22.8848,15,40,18,2,6,57.2,98.93,4.09,4.72,96,56.23,58.87,"F",5,18,33.4569069958848,113.373,73.0444,11,48,134
"157",22.542,"60",37.57,"0","Monthly","south Moravia",11.7897,139,28,5,1,6,53.8,88.14,4.76,5.74,107,21.12,20.59,"F",10,46,34.8909086261981,73.3027,40.5264,44,61,154
"158",24.8148,"36",68.93,"0","Monthly","west Bohemia",7.2541,66,26,10,0,8,36.9,85.94,1.62,2.01,112,15.8,15.25,"F",16,54,30.3750732653061,99.4437,34.3521,201,68,161
"159",18.7224,"24",78.01,"1","Monthly","south Moravia",11.42,101,41,4,1,4,43.7,84.03,5.74,5.72,105,21.57,27.18,"M",16,47,43.9806385224274,133.3822,84.9333,22,89,207
"160",3.6396,"12",30.33,"0","Weekly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",22,23,53.966386784141,148.3627,73.6228,72,87,229
"161",18.906,"60",31.51,"0","AfterTrans","central Bohemia",14.9893,63,29,6,2,6,67.4,97.53,4.64,5.05,109,52.44,58.92,"F",6,36,55.4264742547425,212.6569,81.6065,89,5,166
"162",7.1064,"36",19.74,"0","Monthly","north Bohemia",8.5852,41,23,4,2,4,59.8,89.65,7.08,8.23,104,26.53,28.22,"F",13,48,32.6091420537897,81.1825,31.196,140,61,152
"163",8.7216,"48",18.17,"0","Monthly","south Moravia",14.5688,22,41,13,2,5,40.7,85.44,1.29,1.86,109,27.19,29.06,"F",20,41,26.3928428571429,56.5525,17.9304,219,66,163
"164",15.876,"60",26.46,"0","Monthly","east Bohemia",7.8955,50,24,8,1,9,59,90.6,1.78,2.44,124,16.55,17.17,"M",22,17,22.8805886792453,76.1617,30.1901,223,23,154
"165",41.706,"60",69.51,"0","Monthly","west Bohemia",4.5714,52,10,5,1,6,55.6,88.43,2.82,3.6,113,8.18,8.88,"F",18,33,42.36831678487,77.5071,57.3475,137,79,102
"166",6.336,"60",10.56,"0","Monthly","east Bohemia",7.5685,31,28,5,1,9,60.8,82.08,1.89,2.26,155,16.6,21.23,"M",21,39,29.1070199501247,41.2009,24.7676,102,91,145
"167",2.9784,"24",12.41,"0","Monthly","west Bohemia",17.0449,0,0,0,1,1,100,107.87,2.64,3.09,131,60.41,62.61,"F",4,25,39.4292262839879,60.5307,22.9328,108,52,125
"168",13.9536,"24",58.14,"0","Monthly","south Moravia",11.7897,139,28,5,1,6,53.8,88.14,4.76,5.74,107,21.12,20.59,"F",19,53,56.4526505197505,156.5162,92.3053,83,118,218
"169",26.532,"36",73.7,"0","Monthly","south Bohemia",5.1428,50,11,3,1,4,52.7,84.02,3.13,3.98,120,9.99,10.99,"F",21,46,39.222423059867,63.3671,45.2643,95,68,162
"170",19.824,"24",82.6,"0","Monthly","north Bohemia",11.865,8,8,5,1,3,85.6,98.32,3.32,4.48,114,64.45,54.71,"M",5,39,27.5608384868421,62.6099,45.9141,67,85,105
"171",6,"60",10,"0","Monthly","north Moravia",22.6122,32,50,7,4,4,62.6,89.94,3.8,4.79,110,96.72,92.08,"M",21,48,36.8191341356674,38.5095,19.2911,160,98,136
"172",46.5072,"48",96.89,"0","Monthly","south Moravia",12.5832,151,41,2,3,5,48.3,85.12,3.51,4.12,102,22.47,21.03,"M",18,47,42.8906451530612,119.6339,54.9101,42,69,222
"173",9.8592,"24",41.08,"0","AfterTrans","central Bohemia",9.2084,55,29,4,3,5,46.7,101.24,0.56,0.54,141,38.1,43.16,"F",6,31,43.9952051987768,122.1991,59.1373,67,13,151
"174",28.56,"60",47.6,"0","Weekly","central Bohemia",9.5616,65,30,4,1,6,51.4,93.07,3.85,4.43,118,26.16,30.4,"F",8,14,58.2646380368098,167.4778,117.3312,41,87,149
"175",4.4088,"24",18.37,"0","Monthly","central Bohemia",8.1344,61,23,4,2,6,55.3,88.99,3.39,3.97,149,29.87,24.87,"F",7,44,43.2163546666667,86.506,40.2999,68,51,133
"176",2.022,"12",16.85,"0","Monthly","central Bohemia",8.1344,61,23,4,2,6,55.3,88.99,3.39,3.97,149,29.87,24.87,"F",11,22,50.4014210382514,141.8682,86.0025,58,90,164
"177",10.764,"24",44.85,"0","Monthly","central Bohemia",8.8884,80,26,6,2,5,46.7,85.07,1.67,1.85,132,21.59,26.74,"F",5,35,57.4807716713881,185.865,69.5274,108,7,146
"178",2.1396,"12",17.83,"0","Monthly","south Bohemia",5.8796,22,16,7,1,5,51.9,90.45,3.13,3.6,124,18.45,18.79,"M",14,26,29.7479644518272,57.1691,36.7088,12,10,169
"179",3.3984,"48",7.08,"0","Monthly","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"M",12,23,51.7649637883008,49.6674,34.7764,40,54,161
"180",4.5336,"24",18.89,"0","Monthly","south Bohemia",5.1428,50,11,3,1,4,52.7,84.02,3.13,3.98,120,9.99,10.99,"M",16,38,51.3077837988827,108.3334,48.4232,76,60,166
"181",8.586,"60",14.31,"0","Monthly","central Bohemia",8.8884,80,26,6,2,5,46.7,85.07,1.67,1.85,132,21.59,26.74,"F",14,39,41.8596950236967,40.3073,27.534,89,75,116
"182",18.8688,"48",39.31,"0","Monthly","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"F",5,30,48.7196715231788,120.5645,53.521,81,8,123
"183",30.9552,"48",64.49,"0","Monthly","north Moravia",22.6122,32,50,7,4,4,62.6,89.94,3.8,4.79,110,96.72,92.08,"M",8,60,51.4953596969697,199.1618,84.2885,82,7,147
"184",3.6168,"12",30.14,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",6,34,30.3076989528796,86.9704,36.6755,137,25,128
"185",31.452,"60",52.42,"0","Weekly","east Bohemia",10.5606,77,26,7,2,7,53,82.54,2.79,3.76,97,21.66,23.25,"F",16,39,59.4231793650794,181.7268,116.6153,88,119,179
"186",2.1852,"36",6.07,"0","Monthly","north Bohemia",12.5236,28,11,1,4,5,87.7,96.75,6.43,7.68,100,53.23,51.9,"M",5,40,56.5394625603865,96.7267,25.5895,192,50,98
"187",26.622,"60",44.37,"0","Monthly","south Bohemia",7.0646,94,14,3,1,4,58.4,85.47,2.65,3.64,120,15.63,15.42,"F",17,30,36.64825,78.6672,36.411,191,62,169
"188",23.1696,"36",64.36,"0","Weekly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",15,22,44.4009053191489,212.1298,64.8233,185,4,173
"189",26.0028,"36",72.23,"0","Monthly","central Bohemia",7.5637,35,36,9,0,7,36.5,96.22,0.45,0.59,154,34.75,35.29,"M",22,18,46.6063071881607,229.6807,80.5179,147,4,197
"190",41.988,"60",69.98,"0","Weekly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"F",5,50,48.7694470394737,219.305,92.0985,77,5,136
"191",3.7908,"12",31.59,"0","Monthly","south Moravia",14.5688,22,41,13,2,5,40.7,85.44,1.29,1.86,109,27.19,29.06,"F",15,19,37.7195638888889,100.9518,58.8541,12,3,167
"192",7.3836,"36",20.51,"0","Monthly","north Bohemia",11.9895,17,4,3,2,4,89.9,104.46,7.34,9.4,90,49.47,47.43,"F",6,28,43.3756465671642,124.169,59.2756,112,68,109
"193",4.1952,"12",34.96,"0","Monthly","east Bohemia",16.1854,73,21,6,1,6,76.3,94.25,1.72,2.5,125,40.85,38.91,"M",14,22,34.4903888631091,111.8167,36.3989,156,3,168
"194",9.9336,"24",41.39,"0","Monthly","north Moravia",22.8848,15,40,18,2,6,57.2,98.93,4.09,4.72,96,56.23,58.87,"F",11,15,39.1041693069307,55.7957,32.703,68,69,118
"195",6.0156,"36",16.71,"1","Monthly","south Bohemia",9.3931,74,21,10,1,8,56.9,84.27,1.12,1.54,107,18.74,19.13,"M",7,19,38.5538462633452,131.9594,55.9612,95,50,97
"196",18.204,"60",30.34,"0","Monthly","south Bohemia",5.1428,50,11,3,1,4,52.7,84.02,3.13,3.98,120,9.99,10.99,"F",12,44,69.3194669934641,218.7391,105.3666,37,4,162
"197",24.4368,"48",50.91,"0","AfterTrans","south Moravia",11.42,101,41,4,1,4,43.7,84.03,5.74,5.72,105,21.57,27.18,"M",16,25,63.0658922222222,158.3503,110.7204,37,98,172
"198",11.3796,"36",31.61,"0","AfterTrans","south Moravia",38.757,0,0,0,1,1,100,98.97,1.6,1.96,140,187.21,186.96,"M",11,24,31.9054832369942,99.5397,41.4163,126,5,117
"199",7.3056,"48",15.22,"0","Monthly","north Bohemia",11.9895,17,4,3,2,4,89.9,104.46,7.34,9.4,90,49.47,47.43,"M",9,24,17.9135132653061,30.7612,14.7864,121,53,73
"200",13.7904,"24",57.46,"1","Monthly","central Bohemia",7.5637,35,36,9,0,7,36.5,96.22,0.45,0.59,154,34.75,35.29,"M",4,27,10.1767590697674,62.3646,41.8371,17,46,111
"201",3.1176,"24",12.99,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",5,27,34.9514557755776,106.835,40.5666,100,44,116
"202",21.7152,"36",60.32,"0","Monthly","north Moravia",22.6122,32,50,7,4,4,62.6,89.94,3.8,4.79,110,96.72,92.08,"M",10,21,56.1110096573209,193.7235,80.6209,79,2,135
"203",19.488,"48",40.6,"0","Monthly","north Moravia",32.387,0,0,0,1,1,100,106.73,4.75,5.44,100,187.82,183.47,"M",18,16,38.5303140957447,130.4412,55.1818,88,4,172
"204",2.7984,"12",23.32,"0","Weekly","east Bohemia",13.9012,59,41,8,3,10,61.9,83.63,2.52,3.49,108,25.64,27.99,"M",17,46,42.3311336391437,119.5862,74.1853,58,75,141
"205",9.2976,"24",38.74,"0","Weekly","west Bohemia",5.1313,34,12,3,1,4,59.2,89.3,3.52,4.2,108,13.28,14.52,"F",18,25,62.7340502380952,159.4542,109.4569,71,120,175
"206",10.4712,"24",43.63,"0","Weekly","west Bohemia",5.1313,34,12,3,1,4,59.2,89.3,3.52,4.2,108,13.28,14.52,"F",18,25,65.3204693586698,157.3164,109.2085,72,122,174
"207",19.188,"60",31.98,"0","Monthly","south Bohemia",10.3347,87,16,7,1,7,67,91.04,1.51,2.07,123,22.99,23.54,"M",9,46,55.6078860696517,152.964,76.0119,125,89,142
"208",23.256,"48",48.45,"0","AfterTrans","north Moravia",32.387,0,0,0,1,1,100,106.73,4.75,5.44,100,187.82,183.47,"F",5,25,49.0020345679012,120.6321,86.8826,36,61,104
"209",20.4,"60",34,"0","Monthly","east Bohemia",7.7917,85,19,6,1,5,53.5,83.9,2.28,2.89,132,20.8,21.22,"M",12,51,57.1936464396285,105.1271,48.7444,80,10,137
"210",12.534,"60",20.89,"0","Weekly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",15,51,65.6445246284501,118.7983,84.5347,85,97,187
"211",30.96,"48",64.5,"0","Weekly","north Moravia",22.6122,32,50,7,4,4,62.6,89.94,3.8,4.79,110,96.72,92.08,"M",11,20,66.8858003389831,203.451,97.1831,36,4,161
"212",18.9696,"24",79.04,"0","Weekly","south Bohemia",5.1428,50,11,3,1,4,52.7,84.02,3.13,3.98,120,9.99,10.99,"M",8,50,47.063614939759,134.1225,52.4889,155,73,142
"213",13.536,"48",28.2,"0","Monthly","east Bohemia",10.2609,75,33,2,3,6,52,81.87,4.83,5.45,94,21.23,21.34,"M",12,20,58.1290153583618,165.2829,110.3445,36,73,132
"214",9.8832,"48",20.59,"0","Monthly","east Bohemia",9.5907,87,25,5,2,7,59.1,83.88,2.41,2.94,87,16.58,16.68,"F",23,25,28.2073851293103,82.8611,27.5462,199,63,143
"215",2.0352,"48",4.24,"0","Monthly","south Moravia",10.9164,98,16,6,1,4,63.6,87.57,3.38,3.95,96,22.12,24.71,"F",9,47,25.3147571917808,43.4345,21.8496,76,56,115
"216",16.512,"60",27.52,"0","Monthly","east Bohemia",12.1947,37,28,7,3,11,70.5,85.41,2.51,2.97,131,34.96,38.39,"F",20,45,21.4844867507886,39.7661,26.1811,87,74,101
"217",8.988,"24",37.45,"0","Weekly","north Moravia",28.5387,0,2,8,5,7,89.9,101.77,6.63,7.75,81,98.78,101.08,"M",5,32,73.2594236923077,207.1606,136.9991,24,90,162
"218",12.8988,"36",35.83,"1","Weekly","south Bohemia",7.0646,94,14,3,1,4,58.4,85.47,2.65,3.64,120,15.63,15.42,"M",18,56,43.6084142857143,126.5748,82.9963,33,71,151
"219",6.3252,"12",52.71,"0","Monthly","central Bohemia",9.4725,38,28,1,3,6,63.4,99.2,2.26,2.87,130,42.89,48.46,"F",22,46,45.7285486666667,166.3919,58.6153,118,5,213
"220",6.1656,"24",25.69,"1","Weekly","central Bohemia",5.3921,61,22,1,1,2,41.3,85.98,2.77,3.26,123,15.97,18.75,"F",5,42,43.6817006006006,143.9691,46.9382,151,47,97
"221",7.2408,"24",30.17,"1","AfterTrans","west Bohemia",5.1313,34,12,3,1,4,59.2,89.3,3.52,4.2,108,13.28,14.52,"F",4,37,40.9080867595819,111.1226,52.5798,104,54,90
"222",11.3544,"36",31.54,"0","Monthly","south Moravia",11.42,101,41,4,1,4,43.7,84.03,5.74,5.72,105,21.57,27.18,"M",11,53,46.8657426997245,101.0788,44.6867,116,25,130
"223",5.61,"60",9.35,"0","Monthly","south Moravia",38.757,0,0,0,1,1,100,98.97,1.6,1.96,140,187.21,186.96,"M",13,37,20.5820074349442,49.5339,28.0336,77,52,93
"224",29.07,"60",48.45,"1","Monthly","east Bohemia",13.9012,59,41,8,3,10,61.9,83.63,2.52,3.49,108,25.64,27.99,"F",13,37,51.671240952381,132.2511,82.3218,31,77,159
"225",12.3216,"48",25.67,"0","Monthly","north Bohemia",8.5852,41,23,4,2,4,59.8,89.65,7.08,8.23,104,26.53,28.22,"F",18,18,73.3839936218679,170.1777,80.4315,124,91,160
"226",38.016,"60",63.36,"0","Monthly","north Moravia",32.387,0,0,0,1,1,100,106.73,4.75,5.44,100,187.82,183.47,"M",19,46,67.9854170731707,181.6979,130.3189,34,106,175
"227",21.33,"36",59.25,"0","Monthly","east Bohemia",16.258,83,26,5,1,6,72.8,95.38,1.51,1.81,111,60.79,54.1,"M",10,31,24.2554727272727,41.2029,32.811,73,81,77
"228",24.7728,"48",51.61,"0","Weekly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",7,16,48.5891283185841,92.9223,63.877,106,60,87
"229",20.2788,"36",56.33,"0","Weekly","west Bohemia",5.1313,34,12,3,1,4,59.2,89.3,3.52,4.2,108,13.28,14.52,"F",12,42,67.8255778787879,248.2087,103.0615,75,7,156
"230",15.4656,"48",32.22,"0","Monthly","north Moravia",16.1227,5,35,11,4,10,69.7,86.78,5.93,5.57,102,49.8,45.95,"M",15,39,40.4623213213213,97.4117,48.1501,76,16,145
"231",10.0224,"48",20.88,"1","Monthly","north Moravia",28.5387,0,2,8,5,7,89.9,101.77,6.63,7.75,81,98.78,101.08,"F",4,39,15.8659052434457,34.2021,43.3443,30,4,85
"232",4.4628,"12",37.19,"0","Weekly","central Bohemia",5.3921,61,22,1,1,2,41.3,85.98,2.77,3.26,123,15.97,18.75,"M",21,52,60.0271772251309,255.4138,98.5857,61,2,213
"233",20.0976,"48",41.87,"0","Monthly","south Moravia",11.42,101,41,4,1,4,43.7,84.03,5.74,5.72,105,21.57,27.18,"M",7,41,40.9516449056604,120.0256,67.8058,67,18,100
"234",27.7884,"36",77.19,"1","Monthly","east Bohemia",10.5606,77,26,7,2,7,53,82.54,2.79,3.76,97,21.66,23.25,"F",23,15,33.3072940520446,113.0864,69.805,16,52,150
"235",24.9312,"48",51.94,"0","Weekly","west Bohemia",17.0449,0,0,0,1,1,100,107.87,2.64,3.09,131,60.41,62.61,"M",14,40,45.5957549668874,153.2657,100.9227,67,75,114
"236",32.0976,"48",66.87,"1","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",8,59,47.205476744186,167.577,110.7924,29,3,148
"237",3.0276,"12",25.23,"1","Monthly","south Bohemia",10.3347,87,16,7,1,7,67,91.04,1.51,2.07,123,22.99,23.54,"F",12,57,16.1240289124668,41.0231,42.5716,8,17,175
"238",4.944,"60",8.24,"0","Monthly","north Moravia",28.5387,0,2,8,5,7,89.9,101.77,6.63,7.75,81,98.78,101.08,"F",15,29,53.11379075,107.1935,32.666,160,51,142
"239",3.0276,"12",25.23,"1","Monthly","south Bohemia",10.3347,87,16,7,1,7,67,91.04,1.51,2.07,123,22.99,23.54,"F",12,57,16.2530699669967,52.1839,51.8094,8,17,143
"240",16.596,"24",69.15,"0","Monthly","south Bohemia",9.3931,74,21,10,1,8,56.9,84.27,1.12,1.54,107,18.74,19.13,"F",18,51,56.8933206806283,223.4252,79.9724,116,2,164
"241",12.36,"60",20.6,"0","Monthly","north Moravia",28.5387,0,2,8,5,7,89.9,101.77,6.63,7.75,81,98.78,101.08,"M",9,28,42.2138676855895,109.7789,67.5341,32,49,106
"242",22.062,"60",36.77,"0","Monthly","south Bohemia",7.0646,94,14,3,1,4,58.4,85.47,2.65,3.64,120,15.63,15.42,"F",17,52,31.612168622449,79.8053,48.1159,120,3,122
"243",6.648,"24",27.7,"1","Weekly","north Moravia",18.2027,17,49,12,2,7,56.4,87.46,3.33,3.74,90,43.55,44.33,"M",4,60,31.5615788944724,116.9414,83.3503,16,49,99
"244",32.0592,"48",66.79,"0","Monthly","south Moravia",14.5688,22,41,13,2,5,40.7,85.44,1.29,1.86,109,27.19,29.06,"F",15,25,63.9840985865724,216.7913,103.156,31,1,150
"245",16.1496,"36",44.86,"0","Weekly","north Moravia",22.6122,32,50,7,4,4,62.6,89.94,3.8,4.79,110,96.72,92.08,"M",21,24,44.8870852272727,105.7246,56.4984,81,73,146
"246",28.428,"60",47.38,"0","Monthly","north Bohemia",11.4006,71,26,6,2,9,62.3,90.65,4.46,5.39,123,41.47,41.66,"F",18,37,72.7942565656566,195.3334,102.6909,31,8,156
"247",17.3016,"36",48.06,"0","Weekly","south Bohemia",17.7686,69,27,10,1,9,74.8,100.45,1.42,1.71,135,66.04,62.95,"F",10,51,55.3779557522124,107.4926,94.3284,31,78,142
"248",36.888,"60",61.48,"0","Monthly","south Moravia",12.5832,151,41,2,3,5,48.3,85.12,3.51,4.12,102,22.47,21.03,"M",19,21,50.41679125,168.6949,68.3794,172,89,168
"249",17.6148,"36",48.93,"0","Monthly","north Bohemia",8.5852,41,23,4,2,4,59.8,89.65,7.08,8.23,104,26.53,28.22,"F",4,32,45.596187826087,185.4918,82.8491,62,2,96
"250",18.6384,"48",38.83,"0","Weekly","north Bohemia",12.8118,9,16,6,3,8,85.3,93.17,6.49,7.07,97,69.49,68.72,"M",21,37,56.8331508083141,119.4547,91.9612,80,88,161
"251",36,"48",75,"0","AfterTrans","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"F",19,23,60.0465837333333,175.663,115.6157,30,5,193
"252",3.006,"60",5.01,"0","Monthly","west Bohemia",7.2541,66,26,10,0,8,36.9,85.94,1.62,2.01,112,15.8,15.25,"M",21,44,28.7527995859213,104.5806,28.5447,218,55,134
"253",4.632,"24",19.3,"0","Monthly","north Bohemia",13.3777,24,17,7,3,11,84.7,87.05,5.75,7.61,116,46.5,48.59,"M",18,17,45.5049589130435,135.7657,45.2876,204,68,140
"254",14.1948,"36",39.43,"0","Monthly","north Moravia",22.8848,15,40,18,2,6,57.2,98.93,4.09,4.72,96,56.23,58.87,"F",3,45,46.6685225352113,102.1374,45.144,58,36,86
"255",1.9044,"36",5.29,"0","Monthly","west Bohemia",12.2603,25,21,6,2,8,80,89.91,1.39,2.01,128,51.98,52.73,"F",13,22,56.2851625,87.1301,42.989,30,45,130
"256",8.5716,"36",23.81,"0","Monthly","south Bohemia",7.4062,99,15,4,2,7,61.4,81.14,2.38,2.62,119,10.03,11.81,"M",5,58,21.19057,49.3803,38.3938,87,10,51
"257",15.588,"24",64.95,"0","Monthly","north Bohemia",11.4006,71,26,6,2,9,62.3,90.65,4.46,5.39,123,41.47,41.66,"F",21,27,68.4649443877551,165.6919,96.1525,69,100,174
"258",3.264,"48",6.8,"0","Monthly","east Bohemia",16.1854,73,21,6,1,6,76.3,94.25,1.72,2.5,125,40.85,38.91,"M",16,53,34.8001664723032,39.7866,18.227,109,74,115
"259",2.0196,"36",5.61,"0","Monthly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",17,25,55.2705181818182,128.2545,57.9498,71,47,122
"260",44.4864,"48",92.68,"0","Monthly","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"M",11,32,32.8841337792642,77.4628,42.7681,99,70,90
"261",1.14,"12",9.5,"0","Monthly","south Moravia",38.757,0,0,0,1,1,100,98.97,1.6,1.96,140,187.21,186.96,"F",11,16,28.1426046728972,36.1092,13.8019,122,56,102
"262",9.6768,"36",26.88,"0","Monthly","north Bohemia",8.5852,41,23,4,2,4,59.8,89.65,7.08,8.23,104,26.53,28.22,"F",12,28,59.9263802120141,171.304,103.5778,64,68,110
"263",13.3968,"48",27.91,"0","Monthly","east Bohemia",13.9012,59,41,8,3,10,61.9,83.63,2.52,3.49,108,25.64,27.99,"M",8,53,55.0545406914894,161.0231,68.4842,140,77,117
"264",18.7104,"24",77.96,"0","Monthly","north Moravia",22.6122,32,50,7,4,4,62.6,89.94,3.8,4.79,110,96.72,92.08,"F",4,19,66.175484279476,151.1636,104.3813,24,64,106
"265",16.2468,"36",45.13,"0","Monthly","north Bohemia",10.5058,32,19,7,2,10,81,92.72,2.8,3.22,118,43.4,45.05,"F",4,38,30.6501751196172,146.0461,68.4607,58,1,82
"266",8.934,"60",14.89,"0","Monthly","south Moravia",11.0643,49,41,4,1,4,51.9,84.41,3.45,4.48,115,18.79,22.52,"F",8,24,53.4900991967871,59.3342,30.6017,63,54,94
"267",8.934,"60",14.89,"0","Monthly","south Moravia",11.0643,49,41,4,1,4,51.9,84.41,3.45,4.48,115,18.79,22.52,"F",8,24,54.1661136546185,59.3434,30.5571,63,54,94
"268",25.8444,"36",71.79,"0","Weekly","Prague",120.4953,0,0,0,1,1,100,125.41,0.29,0.43,167,856.77,991.07,"M",6,30,56.2165800970874,124.0153,86.1498,28,52,92
"269",15.564,"24",64.85,"0","Monthly","central Bohemia",9.5616,65,30,4,1,6,51.4,93.07,3.85,4.43,118,26.16,30.4,"F",13,53,37.2201602702703,123.7823,35.0632,176,43,109
"270",27.0384,"48",56.33,"0","Monthly","central Bohemia",7.5232,55,26,4,1,5,41.7,89.8,1.95,2.21,111,28.24,28.13,"M",14,34,47.4795968085106,175.2302,82.9098,68,6,122
"271",5.4024,"12",45.02,"0","Monthly","south Moravia",11.7897,139,28,5,1,6,53.8,88.14,4.76,5.74,107,21.12,20.59,"M",22,28,36.105771957672,145.3501,52.4248,104,2,148
"272",4.4376,"12",36.98,"0","Monthly","south Bohemia",5.8796,22,16,7,1,5,51.9,90.45,3.13,3.6,124,18.45,18.79,"M",5,34,63.7001099656357,170.925,97.4491,44,74,128
"273",8.5632,"48",17.84,"0","Monthly","south Moravia",19.7099,29,41,10,2,10,74.7,96.24,1.6,2.31,145,44.84,42.65,"F",16,47,63.9590832142857,151.7981,104.4595,29,73,134
"274",14.892,"60",24.82,"0","Weekly","south Moravia",10.8871,41,29,7,2,6,62.1,84.44,3.24,3.47,106,25.95,23.05,"M",6,19,33.7252176724138,75.7772,54.374,59,31,72
"275",9.1152,"24",37.98,"0","Monthly","north Bohemia",10.5058,32,19,7,2,10,81,92.72,2.8,3.22,118,43.4,45.05,"M",15,53,53.4383070866142,116.3135,67.1141,24,13,127
"276",14.1648,"24",59.02,"0","Monthly","east Bohemia",13.9012,59,41,8,3,10,61.9,83.63,2.52,3.49,108,25.64,27.99,"M",6,44,47.8593228448276,155.2785,98.6489,52,60,86
